id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
4308	failure rate	0.6834	0.5469	3	57	132	8	2017.625	1.25	0.1072
4322	fast fourier transform	0.5558	0.9084	3	58	100	5	2018.2	0	0
4333	fault	0.3096	0.2084	4	402	5141	285	2017.3719	6.9614	0.8184
4338	fault classification	-0.238	0.1285	4	55	104	5	2018.6	21.6	1.9165
4340	fault detection	0.0065	0.5181	4	117	573	30	2017.6	20.7333	2.2066
4344	fault diagnosis	-0.1277	0.2831	4	89	310	15	2018.0667	12.8	1.7308
4386	feature extraction	-0.3138	-0.1621	4	75	168	8	2018.375	18.125	2.32
4388	feature selection	-0.3299	-0.422	4	83	259	12	2018.5833	8.5	3.2918
4399	feed-in tariff	0.035	-0.7168	1	42	83	6	2018.3333	6.1667	1.0597
4450	fill factor	-0.4769	0.9017	2	70	195	13	2016.3077	2.6923	0.2284
4454	filter	0.7657	0.1956	3	226	1506	82	2016.7317	6.4756	0.6933
4483	finite element analysis	0.1062	0.5116	5	46	76	5	2018.2	0.2	0.0909
4485	finite element method	-1.169	0.3185	2	64	214	12	2017.25	12.6667	2.3993
4486	finite element model	-0.9038	0.2685	2	79	311	21	2016.4286	10.0952	0.9091
4511	firefly	0.1	0.4425	5	101	307	14	2017.5	5.8571	1.0917
4512	firefly algorithm	0.1373	0.5352	5	60	137	6	2018	2.3333	1.3578
4535	five-parameter model	-0.072	0.9814	5	48	119	8	2015.75	12	1.3143
4559	flc	1.0257	0.3694	7	60	130	6	2016.5	2.5	0.1361
4561	flexibility	-0.2169	-0.7962	1	71	175	8	2017.875	21.75	2.1892
4615	flower pollination	0.486	0.7156	5	84	248	12	2017.4167	28.0833	2.2932
4616	flower pollination algorithm	0.494	0.7573	5	74	164	8	2017.375	29.25	1.9527
4626	flyback converter	-0.2815	0.0636	7	51	91	5	2016	17.2	1.5317
4649	forecast	-0.3502	-0.1875	4	119	461	24	2016.5833	2.75	0.2734
4663	forecasting	-0.3598	-0.3549	4	251	2344	123	2017.3984	9.2276	1.0479
4665	forecasting errors	-0.4021	-0.7851	4	44	98	5	2016.6	25	1.7878
4667	forecasting method	-0.4397	0.0661	4	51	91	5	2017.6	7.2	0.3821
4668	forecasting model	-0.7305	-0.1426	4	54	107	7	2016.4286	5.1429	0.3072
4707	fpga	0.562	0.6576	11	72	229	12	2016.0833	4.6667	0.3883
4749	frequency control	0.5943	-0.3462	8	71	160	9	2016.8889	2.3333	0.2025
4758	frequency regulation	0.6151	-0.4308	6	74	160	7	2017.1429	5	0.9092
4759	frequency response	0.5541	0.338	5	51	98	5	2017.2	4.2	0.7011
4772	fresnel lens	-0.9179	0.51	2	60	136	8	2017.75	2.375	0.2742
4791	fuel cell	0.5342	0.0643	9	210	1647	79	2016.6962	14.962	1.7603
4834	fuzzy	0.3748	0.1722	3	432	6122	305	2017.1115	8.2131	0.9272
4844	fuzzy control	0.8379	-0.0649	9	60	162	9	2016.3333	1.5556	0.1144
4846	fuzzy controller	1.1388	0.1108	7	59	125	6	2017.5	1	0.1191
4855	fuzzy logic	0.5385	0.4338	3	282	3034	147	2017.2449	7.8503	0.8615
4858	fuzzy logic control	0.3951	0.6537	3	97	350	15	2018.5333	5	0.8265
4861	fuzzy logic controller	0.6505	0.5944	3	118	593	27	2017.4444	9.7778	1.2246
4914	game theory	-0.1935	-0.9411	1	60	147	8	2017.75	3.625	1.0777
4958	general algebraic modeling system	0.3316	-0.6225	1	67	150	8	2018.25	11	2.3421
4979	generation	0.286	-0.2852	6	526	8953	458	2016.8035	8.2664	0.8814
4992	generator	0.3355	-0.0766	7	680	15788	814	2016.8047	9.6548	1.0166
4996	generic model	0.0493	0.2368	8	35	64	5	2014.6	2.4	0.1845
4999	genetic algorithm	-0.1416	0.0123	2	1093	65903	3628	2017.1577	10.142	1.2088
5008	geographic information system	-0.4435	-0.8485	1	65	181	9	2017.6667	9.5556	1.5647
5045	gis	-0.2987	-0.4811	1	239	2110	117	2017.1026	9.8205	1.0481
5061	global	0.2366	1.1036	5	71	198	10	2017.3	21.8	1.9098
5065	global horizontal irradiance	-0.4309	0.0334	9	135	722	40	2017.225	9.575	0.9825
5074	global optimization	-0.1169	0.6466	5	61	108	5	2017.4	29.4	3.1896
5079	global solar irradiance	-0.6895	-0.8485	4	42	89	5	2017	4.8	0.6984
5081	global solar radiation	-0.3081	0.1901	8	79	266	14	2017.9286	5.0714	2.5323
5117	gradient boosting	-0.5649	-0.2794	4	81	207	11	2018.1818	29.3636	3.1123
5160	green	-0.0816	-0.1973	1	428	5353	276	2017.3659	7.3877	1.1463
5167	green energy	-0.2072	0.3285	11	68	173	10	2017.3	5	0.5532
5211	grey wolf	-0.0593	0.0074	5	85	213	10	2018.8	8.1	1.2803
5212	grey wolf optimization	0.0464	-0.0616	5	63	112	5	2019.2	2	0.4338
5215	grid	0.2969	-0.15	3	999	53400	2838	2017.0574	8.1582	0.9689
5221	grid connected	0.6307	0.3165	3	63	183	11	2016.8182	5.5455	0.5822
5227	grid connected photovoltaic	0.0873	0.2002	9	43	81	5	2016.4	4.4	0.6084
5228	grid connected photovoltaic system	0.2354	0.5763	9	49	111	6	2016.1667	10.5	1.2332
5230	grid connected pv system	0.5975	0.7227	3	54	113	6	2016.5	4.1667	0.315
5232	grid connected system	0.3192	0.427	4	63	110	6	2016.1667	4.8333	0.938
5233	grid connection	0.8177	0.8975	3	59	138	8	2015.625	17.375	1.2393
5248	grid integration	0.5388	-0.1342	3	120	391	20	2016.3	5.7	0.6824
5290	grid-connected	0.4326	0.3302	3	109	428	23	2016.2609	7.4783	0.6427
5295	grid-connected inverter	0.8352	0.4184	3	91	312	17	2016.7647	5.2353	0.5823
5299	grid-connected photovoltaic	-0.2269	0.17	5	47	90	5	2015	14.6	0.8422
5300	grid-connected photovoltaic system	0.4138	0.7018	11	60	133	7	2016.2857	4.7143	0.5744
5302	grid-connected pv	0.5744	0.179	3	63	126	7	2017.8571	4	0.8521
5308	grid-connected pv system	0.6806	0.4736	3	83	225	12	2016.1667	5.9167	0.4901
5415	hardware-in-the-loop	0.7428	0.4715	11	57	140	8	2017.625	3	0.5462
5420	harmonic analysis	0.5206	0.0406	8	73	182	11	2017.4545	1.7273	0.1361
5427	harmonic distortion	0.762	-0.2732	6	69	148	8	2018	4.625	0.6191
5447	harmonics	0.4876	0.0262	12	104	356	20	2017.6	4.55	0.5855
5453	harmony search	0.2658	0.2351	5	93	277	13	2017	29.3846	2.6571
5485	heat	-0.7289	-0.0696	2	561	15976	860	2017.1093	10.4698	1.3564
5500	heat pump	-0.1851	-0.6372	1	121	440	21	2016.619	12.3333	1.6545
5504	heat pumps	-0.6527	-0.5508	2	69	168	8	2016.875	8.375	0.5599
5517	heat transfer	-0.7858	0.3158	2	99	457	28	2017.25	11.3214	1.4241
5554	heterojunction	-0.8062	0.8919	2	41	96	7	2016.4286	6.2857	0.7374
5558	heuristic	-0.0337	0.1245	5	269	2268	112	2017.7054	11.5	2.2298
5568	hidden markov	-0.2128	-0.2884	4	53	121	6	2017.1667	7.8333	0.7589
5569	hidden markov model	-0.2002	-0.2807	4	53	121	6	2017.1667	7.8333	0.7589
5570	hierarchical	0.179	-0.6251	1	159	834	44	2017.3409	9.0682	1.3112
5585	high concentration	-0.9373	0.5634	2	123	789	40	2016.75	9.125	0.9111
5601	high frequency	0.5056	0.1766	3	206	1346	78	2016.6923	4.8462	0.4465
5609	high penetration	0.3348	-0.3955	6	286	2281	119	2016.7815	6.3193	0.9373
5614	high power	0.5305	0.3269	3	196	1081	55	2016.6364	9.7636	0.9937
5621	high pv penetration	0.4603	-0.8995	6	45	81	5	2018	16.2	1.9952
5632	high temperature	-0.6046	0.5477	2	129	659	38	2016.8947	7.7105	0.9232
5635	high voltage	0.6217	0.5144	3	165	1000	53	2017.1698	2.1132	0.3037
5667	high-resolution	-0.5053	-0.4401	12	212	1315	74	2017.1892	13.9459	1.6467
5714	home	0.0148	-0.5556	1	445	7456	396	2017.1869	9.0783	1.0972
5719	home energy management	0.4115	-0.8154	1	71	162	8	2017.625	2.875	0.8152
5720	home energy management system	0.2471	-0.9817	1	75	201	10	2017.3	4.9	0.621
5726	homer	-0.0442	-0.4238	7	126	758	38	2016.5263	12.7368	1.3937
5747	hosting capacity	0.6636	-0.6351	6	94	316	15	2018.4	3.4667	0.7375
5802	hybrid	0.0833	-0.065	7	749	20941	1054	2017.0228	13.9374	1.6484
5829	hybrid energy	-0.4503	-0.3329	7	55	94	5	2017.2	5.6	1.3261
5832	hybrid energy storage	0.7968	-0.0593	9	59	126	6	2017.6667	9.6667	0.7507
5834	hybrid energy storage system	0.7341	-0.1596	3	76	219	10	2017.2	10.9	1.2567
5836	hybrid energy system	0.4365	-0.0893	7	156	1029	50	2016.9	11.98	1.5622
5894	hybrid power system	0.3352	0.0231	7	122	596	28	2016.5357	14.2143	1.4035
5921	hybrid renewable energy system	0.0639	-0.3653	7	182	1430	66	2016.8636	15	2.3971
5949	hybrid system	0.3869	-0.0685	7	220	1641	82	2016.9878	11.4634	1.3429
5983	hydrogen	0.2448	0.1004	9	152	769	40	2017.175	9.8	1.622
5992	hydrogen production	-0.0592	0.2158	9	97	361	20	2017.6	15.6	3.9128
5994	hydrogen storage	0.2406	0.2193	9	80	212	11	2016.2727	20.2727	1.5785
5995	hydrogen storage system	0.5492	-0.5778	1	60	143	7	2016.7143	19.8571	1.9063
6028	i-v	-0.2221	0.9044	5	209	1651	86	2017.186	13.3837	1.3699
6032	i-v characteristic	0.0711	0.9691	5	55	119	6	2014.3333	39.3333	2.4474
6035	i-v characteristics	-0.2474	0.9534	5	98	338	15	2017.6667	25.4667	2.8588
6038	i-v curve	-0.3225	0.8236	5	95	314	16	2017.1875	12.5	0.9393
6065	ideality factor	-0.3663	0.9372	5	47	83	5	2017.2	3.2	0.3993
6066	identification	0.6354	-0.5814	4	69	139	7	2016.2857	3.7143	0.2992
6083	igbt inverter	1.0894	0.9939	7	32	105	5	2017.8	1.2	0.115
6102	image	-0.5768	-0.0322	4	234	2171	135	2017.2	9.2741	1.2326
6106	image processing	-0.419	-0.0379	4	86	236	15	2016.6667	5.6667	0.4049
6205	incremental conductance	0.5894	0.8282	3	199	2136	108	2016.5278	7.4352	0.6732
6208	incremental conductance method	0.6812	0.9305	3	55	129	6	2015.6667	7.1667	0.6421
6224	india	-0.2358	-1.0542	1	47	79	5	2017.4	7.2	0.9721
6231	indicator	-1.1023	-0.3189	2	50	87	5	2019	0.6	0.1324
6240	indoor	-0.8616	0.1607	2	208	1785	94	2017.2234	10.0957	1.3072
6242	indoor air quality	-1.2678	0.4639	2	31	77	5	2018.4	4.8	0.5413
6258	induction motor	0.3568	0.9763	3	67	252	14	2016.4286	4.1429	0.3845
6266	inductor	0.9397	0.706	3	67	211	12	2017.9167	9.25	0.9417
6310	infrastructure	0.0879	-0.5129	9	78	176	8	2017.375	1.375	0.1487
6341	insolation	0.0102	0.6849	5	80	218	12	2016.1667	3.3333	0.2677
6343	instability	-0.9957	-0.4257	12	50	108	8	2017	2.75	0.2218
6368	integrated energy system	-0.6311	-0.3058	9	63	140	7	2018.4286	1.2857	0.4694
6390	integration	-0.796	0.1666	11	58	93	5	2015.8	1.2	0.104
6446	interleaved boost converter	0.778	0.7849	3	68	234	13	2017.4615	6.3846	0.7013
6479	internet of things	-0.0346	0.3945	11	90	275	16	2018.4375	1.0625	0.2719
6518	inverter	0.6501	0.2849	3	648	17644	989	2016.8251	6.1173	0.6859
6539	inverters	0.5819	-0.0973	6	95	334	19	2016.9474	10.7368	0.9792
6542	investment	-0.2532	-0.4447	1	56	115	7	2017.4286	13.2857	1.4076
6555	iot	-0.3327	-0.3192	4	68	120	6	2019.1667	0.1667	0.0757
6573	irradiance	-0.1769	0.5079	5	160	909	48	2016.9375	10.3542	1.1456
6584	irradiance forecast	-0.346	0.0661	9	53	105	5	2016.8	6.2	0.8056
6601	irradiation	-0.2564	0.2095	4	923	41138	2257	2017.0585	8.3208	0.9758
6634	islanding	0.3004	-0.0431	4	70	165	8	2017.25	8.375	1.1224
6667	iterative method	-0.252	0.7873	5	62	109	5	2018.2	8.6	1.0268
6706	just-in-time modeling	0.0762	-0.8169	4	43	81	5	2018	0.6	0.0527
6712	k-means	-0.2968	-0.3085	4	121	469	22	2017.9091	7.4091	1.2733
6728	kalman filter	0.2354	-0.3265	6	128	414	21	2015.7619	10.4286	0.8942
6742	kernel density estimation	0.0384	-0.765	4	61	140	7	2017.2857	7.8571	1.2445
6761	knn	-0.6983	-0.6393	4	89	333	17	2018	6.9412	1.543
6777	labview	0.0593	0.281	4	85	211	12	2016.1667	4.9167	0.5073
6798	lambert w function	0.1657	0.7701	5	63	141	8	2015.375	19.75	1.7139
6829	large-scale	-0.1153	-0.2138	1	444	5490	308	2017.1656	12.6429	1.3789
6857	lasso	-0.6056	-0.5845	4	38	74	5	2017.4	5.4	1.1918
6881	lcl filter	0.9252	0.3006	3	93	338	19	2017.1579	5.6316	0.7782
6883	lcoe	-0.0848	-0.2712	1	81	201	10	2017.5	10	0.7736
6897	lead acid battery	0.1788	-0.126	3	70	129	6	2018.5	13.5	6.5294
6903	lead-acid battery	0.5801	-0.0253	10	73	181	9	2016.1111	26.5556	1.9502
6909	leakage current	0.8166	0.3566	3	77	240	14	2017.3571	3.3571	0.817
6920	learning curve	-0.4761	-0.8192	1	38	81	5	2016.4	13.6	1.1925
6927	least square	-0.509	0.1197	5	188	1139	61	2017.4098	9.1639	1.0463
6928	least square method	-0.4581	0.5078	5	69	151	10	2017.3	0.4	0.0437
6956	levelized cost of electricity	-0.3732	-0.2546	1	78	153	8	2017.75	12.125	1.0261
6957	levelized cost of energy	-0.7446	0.2227	9	65	140	6	2016.1667	18.5	1.2021
6977	life cycle assessment	-0.4121	-0.5044	1	94	251	15	2017.2	11.7333	1.5656
6978	life cycle cost	0.7587	-0.5659	7	47	99	5	2018.2	10.4	2.2699
6989	lifetime	-0.0105	-0.0243	2	82	205	11	2017.5455	24.0909	2.1419
6996	lifetime prediction	-0.5376	-0.3167	10	54	92	6	2017.5	5.5	0.6445
7059	linear programming	-0.0178	-0.6602	1	89	214	11	2017.2727	6.2727	0.6975
7069	linearization	-0.3543	-0.0746	12	61	114	6	2016	4.5	0.3429
7081	lithium	0.4025	-0.432	10	200	1478	72	2017.1528	13.0139	1.3666
7083	lithium ion	0.5698	-0.5017	10	62	136	7	2017.2857	5.8571	0.8206
7087	lithium-ion	0.3399	-0.4336	10	171	963	43	2017.3953	17.3721	1.7829
7089	lithium-ion battery	0.3779	-0.4129	10	86	330	15	2017.6667	5.5333	0.8051
7099	load	0.3509	-0.198	6	888	37743	1960	2017.0801	7.9791	0.9553
7108	load flow	0.7104	0.0305	6	52	125	9	2016.7778	8.4444	0.8936
7114	load forecast	0.1213	-1.0877	1	66	155	6	2018.3333	3.8333	1.6316
7116	load forecasting	-0.1126	-0.8938	4	81	205	9	2017.8889	5.5556	0.5413
7117	load frequency control	0.8326	-0.3925	8	49	96	5	2015.4	2.6	0.2063
7120	load management	-0.3368	-0.9099	1	82	221	10	2016.9	6.7	1.0879
7123	load model	0.5429	-0.099	6	79	164	9	2017.7778	7.3333	0.768
7124	load modeling	0.525	-0.1893	6	131	466	24	2016.875	4.4167	0.3726
7132	load profiles	-0.2424	-0.7562	8	61	132	7	2016.2857	14.1429	1.2509
7140	load shedding	0.4854	-0.1202	8	47	85	5	2018	0.6	0.126
7141	load shifting	-0.4401	-0.7474	1	64	127	6	2016.5	23.5	1.6906
7208	long-term	-0.111	-0.3545	1	375	4034	219	2017.1187	14.1598	1.7191
7223	lookup table	0.2249	0.8146	7	41	89	5	2015	3.4	0.2816
7227	loss	-0.0099	0.1416	2	645	13239	727	2017.1953	9.8047	1.16
7235	loss of load probability	0.6886	-0.7365	7	52	107	5	2017.8	9.8	3.5663
7241	loss-free resistor	0.7004	0.971	3	41	105	5	2015.2	24.6	1.5295
7243	losses	-0.1963	0.1732	5	67	130	8	2017	4.75	0.4309
7248	low carbon	0.0368	-0.8224	1	162	1048	55	2017.1818	13.2727	1.4118
7256	low concentration	-0.9261	0.2007	2	111	452	24	2016.9583	11.2083	1.3176
7263	low frequency	0.3837	0.0434	3	125	496	30	2016.4333	7.2667	0.814
7278	low voltage	0.6421	-0.2096	6	349	3750	204	2016.8725	6.3088	0.7532
7287	low voltage network	0.6578	-0.4127	6	45	72	5	2017	4.2	0.3843
7308	low-pass filter	0.8776	-0.0021	10	40	64	5	2015.2	12.4	1.0067
7329	lstm	-0.5096	-0.5857	4	134	791	37	2019.0811	5.0541	1.4568
7351	lv network	0.6432	-0.8008	6	45	89	5	2017.6	2.2	0.187
7354	lvrt	0.5744	0.307	8	65	143	8	2016.625	6	0.639
7370	machine learning	-0.2864	-0.2253	4	936	44377	2296	2017.3171	9.4094	1.1818
7398	maintenance	-0.5178	-0.2012	1	79	209	11	2018.0909	5.3636	1.7587
7406	malaysia	-0.29	-0.826	1	58	98	5	2017.6	27	2.9888
7413	management	0.1199	-0.4467	1	694	17539	870	2017.1437	9.5448	1.1265
7434	market	-0.0627	-0.8488	1	145	632	36	2017.5278	5	0.721
7446	markov chain	-0.2202	-0.1822	4	68	132	6	2016.8333	2	0.1132
7450	markov model	0.9478	-0.7426	7	58	112	6	2016.8333	2.6667	0.2378
7491	mathematical model	-0.3635	0.4495	5	158	822	48	2017.0417	7.6042	0.6671
7493	mathematical modeling	-0.5076	0.3661	2	150	683	39	2017.4359	8.0513	1.2376
7502	matlab	0.2358	0.5399	5	320	3345	180	2016.8167	4.2611	0.4518
7508	matlab simulation	0.1297	0.9281	11	51	97	6	2017.6667	0.5	0.0788
7510	matlab simulink	0.4523	0.3776	10	67	142	8	2017.375	2.375	0.3424
7537	maximum power	-0.4973	0.7714	5	77	229	11	2017	5.6364	0.4836
7542	maximum power point	0.1269	0.7306	5	106	338	17	2016.5882	5.4118	0.6198
7559	mean absolute error	-0.619	-0.1437	4	182	1087	53	2017.8491	6.7925	1.0718
7560	mean absolute percentage error	-0.4941	0.2313	5	43	96	5	2016.4	9.4	0.9139
7561	mean bias error	-0.0946	0.0604	5	785	17759	997	2017.0873	8.657	1.0093
7566	mean squared error	-0.3856	0.1111	4	183	912	45	2017.6889	3.4	0.5913
7572	measurement	-0.2743	0.1475	2	630	13369	771	2016.8716	9.4786	1.0293
7592	mechanism	-0.2119	-0.0666	12	384	4461	277	2017.2058	8.8917	1.1085
7640	mesoscale processes	-1.0853	-0.457	12	32	64	5	2016	7.8	0.6341
7688	meteorology	-0.5103	-0.0959	4	429	7195	380	2017.1211	8.5632	1.1174
7701	method	0.049	0.0283	4	1046	54736	3053	2017.1428	8.5244	1.0991
7733	micro grid	0.6241	-0.6303	1	116	429	20	2016.2	5.7	0.7002
7745	micro-grid	0.3965	-0.3539	10	158	817	40	2016.725	7	0.937
7748	micro-grids	-0.1412	-0.7347	4	60	140	7	2016.5714	1.5714	0.1627
7772	microgrid	0.4147	-0.387	1	585	14275	701	2017.1569	8.612	1.0685
7796	microgrids	0.3242	-0.4626	6	215	1379	62	2016.9677	9.129	1.0491
7797	microinverter	0.7528	0.7062	3	72	198	11	2017.2727	3.3636	0.6404
7884	mixed integer linear programming	0.1563	-0.8397	1	124	491	23	2017.913	7.8261	1.1467
7897	mixed-integer linear programming	0.4392	-0.9466	1	70	166	8	2018.5	13.75	1.6092
7933	model	-0.0325	0.0485	2	1121	128289	7512	2017.0172	8.4855	0.9892
7961	model predictive control	0.5057	-0.3922	1	188	1143	54	2017.5741	12.6667	1.4185
7967	model validation	-0.1209	0.1583	8	71	191	12	2016.4167	4.5833	0.7285
7972	modelica	0.1314	-0.227	11	71	162	8	2017.125	13.625	1.4694
7973	modeling	0.0707	0.1201	2	1091	80411	4608	2016.959	8.8049	1.0032
7981	modeling and simulation	0.0754	0.0811	1	125	512	28	2016.6429	7.7143	0.5394
8027	modelling	-0.0137	0.3341	2	303	2657	150	2016.7533	9.5667	0.8594
8031	modelling and simulation	-0.3576	0.1948	1	80	212	12	2017.5	3.6667	0.8918
8044	models	-0.6731	0.4703	4	46	72	5	2017.4	1.6	0.1355
8045	models and modeling	-1.0911	-0.4301	12	43	79	6	2015.8333	7.1667	0.5578
8085	module	-0.0718	0.4621	5	842	31281	1754	2016.9601	8.4903	0.9569
8090	module integrated converter	0.8874	0.6977	3	50	119	6	2015.6667	17.1667	1.1909
8102	module temperature	-0.6763	0.3071	4	67	195	11	2016.4545	5	0.4148
8131	monitoring	-0.1245	0.4627	8	156	862	46	2017.1087	5.1304	0.5055
8135	monitoring system	-0.5615	0.1387	2	66	160	8	2017.125	10.125	0.8858
8151	monte carlo	0.3928	-0.6248	6	75	159	8	2016.625	4.75	0.4242
8155	monte carlo method	0.3888	-0.5733	8	85	247	14	2017.2143	14.7857	2.9046
8158	monte carlo simulation	0.1766	-0.5066	7	132	577	31	2017.8065	6.2581	0.9247
8159	monte-carlo simulation	0.1076	0.3464	6	53	96	6	2018	7.1667	0.7281
8191	mpp	0.5106	0.644	3	531	14676	762	2016.6509	7.1365	0.7418
8197	mppt	0.4621	0.6176	3	607	19242	1004	2016.744	7.5448	0.8008
8225	multi-agent system	0.0845	-0.7562	6	86	304	16	2017.4375	3.9375	0.7123
8264	multi-junction solar cell	-0.4557	0.9857	2	83	240	13	2016.2308	8.0769	0.5714
8290	multi-objective	0.0561	-0.6297	1	255	2428	116	2017.4828	9.9052	1.535
8299	multi-objective optimization	0.0167	-0.5883	1	131	508	24	2017.4583	5.6667	0.9736
8363	multijunction solar cell	-0.9358	0.8907	2	44	110	7	2016.5714	2.8571	0.348
8370	multilevel	0.8551	0.3351	3	202	1827	104	2016.7115	6.9712	0.7141
8371	multilevel converter	0.9185	0.4849	3	55	149	9	2016.1111	5	0.3843
8374	multilevel inverter	0.96	0.315	3	103	456	23	2017	11.6087	0.9499
8383	multiobjective optimization	-0.0909	-0.5701	1	88	218	10	2017.2	22.6	2.5937
8398	multiple linear regression	-0.712	0.3854	4	63	159	8	2016.875	5.125	0.4881
8495	nanofluid	-1.0498	0.2586	2	60	196	10	2019	9.3	4.2048
8512	narx	-0.4245	-0.2219	4	54	112	5	2017.2	6.6	0.4903
8528	natural convection	-1.1224	0.6114	2	42	85	5	2016.8	9.2	0.8402
8567	nelder-mead	0.0153	-0.3783	1	305	2249	115	2017.5826	16.3739	1.529
8578	net metering	-0.0057	-0.2814	1	65	152	9	2016.7778	9.7778	0.6747
8583	net present cost	-0.0058	-0.4628	7	37	88	5	2017.4	3.8	0.416
8598	network	0.2659	-0.3329	6	353	3661	202	2017.2921	6.3119	0.8911
8618	neural network	-0.2254	-0.2224	4	893	36302	1848	2017.2695	9.717	1.2118
8650	new energy	0.1636	-0.3555	11	188	1321	73	2017.2192	2.8767	0.7328
8670	newton-raphson	-0.0792	0.1515	5	96	240	14	2017.0714	2.5714	0.2478
8696	noise	-0.0703	0.1002	4	198	1193	66	2017.303	4.5606	0.6261
8721	non-linear	0.1807	0.2143	3	640	11888	589	2017.1885	8.4007	1.0063
8739	non-uniform	-0.2944	0.5549	2	197	1465	83	2016.8795	8.3976	0.8632
8811	nowcasting	-0.6177	-0.5602	4	48	97	5	2017.6	14.8	1.7736
8820	nsga-ii	-0.0817	-0.4285	1	59	115	6	2017.1667	8	1.7342
8827	numerical analysis	-0.7423	0.5884	2	70	146	7	2019.1429	0.8571	0.3896
8828	numerical analysis/modeling	-1.1057	-0.4776	12	37	74	6	2016.8333	2.3333	0.2165
8834	numerical method	-0.0901	0.6959	5	45	75	5	2017.4	2.2	0.3465
8836	numerical model	-0.7619	0.491	2	73	194	13	2016.6923	4.0769	0.4568
8837	numerical modeling	-0.9027	0.4122	2	106	399	24	2017.8333	3.0417	0.8841
8842	numerical simulation	-0.8501	0.2748	2	104	396	25	2016.92	9.88	1.1408
8847	numerical weather prediction	-0.771	-0.3581	12	177	1345	76	2016.75	12.0263	1.2887
8849	numerical weather prediction/forecasting	-1.0855	-0.4932	12	59	149	9	2016.7778	7.1111	0.6229
8854	nwp	-0.5978	-0.1254	4	58	113	6	2017.1667	2.3333	0.558
8888	off-grid	0.4443	-0.1636	6	89	276	15	2016.4667	10.9333	0.7548
8924	one diode model	-0.2789	0.7017	5	77	167	9	2017	3.6667	0.3342
8932	one-diode model	-0.2017	1.0473	5	63	148	10	2017.3	10.1	1.732
8935	online	0.1625	0.1639	3	708	14624	735	2017.1646	8.2939	0.9698
8964	open circuit voltage	-0.4047	0.96	5	44	78	5	2016	9.2	0.8557
8981	opendss	0.708	-0.4852	6	60	128	7	2015.8571	3.1429	0.2162
8984	operatation	0.1409	-0.1627	1	933	33579	1756	2017.1714	9.7238	1.1391
8997	operation	0.2594	-0.7049	1	168	1041	52	2016.4615	10.5	1.5112
9018	operational planning	0.5264	-0.8306	6	59	128	6	2018.3333	6.5	2.262
9037	optical modeling	-0.8383	0.5667	2	71	191	12	2017.3333	8.5	1.2203
9055	optimal control	0.3235	-0.2277	1	94	307	15	2017.8667	16.5333	2.1954
9057	optimal design	-0.1532	-0.2313	8	56	101	5	2017.2	6.4	4.7617
9066	optimal energy management	0.5186	-0.7212	6	59	138	6	2018.1667	2	0.7748
9075	optimal operation	0.3052	-0.9	1	71	216	10	2016	12.7	1.3574
9082	optimal power flow	0.9372	-0.8446	6	67	221	12	2017.25	1.6667	0.3621
9093	optimal sizing	-0.0837	-0.1546	6	91	238	12	2016.25	8.5833	1.2757
9102	optimisation	-0.1199	-0.0296	2	114	315	15	2017.1333	8.8667	1.3622
9105	optimization	-0.0638	-0.0382	1	1112	92742	5090	2017.1546	9.7065	1.1623
9106	optimization algorithm	-0.1121	0.6089	5	74	147	8	2016.875	12.375	1.0986
9110	optimization method	0.587	0.3616	3	90	230	11	2018.5455	8.0909	3.0475
9111	optimization model	-0.24	-0.8464	1	105	396	22	2016.8182	12.8182	1.2975
9156	organic	-0.7881	0.5271	2	190	2090	140	2017.0143	24.5643	2.1922
9164	organic photovoltaic	-0.7719	-0.1238	1	58	163	10	2017.2	9.7	1.1925
9168	organic rankine cycle	-0.6982	-0.0351	2	51	130	6	2017.5	20.8333	2.6641
9170	organic solar cell	-1.0279	0.5904	2	43	108	7	2018.1429	2	0.1779
9172	orientation	-0.4609	-0.6715	1	45	99	5	2018.4	3.2	0.5856
9190	outdoor	-0.6114	0.4563	2	271	2905	150	2017.1133	9.02	0.9899
9205	output	0.0511	0.163	3	947	35719	1895	2017.1198	7.4755	0.923
9215	output power	0.0266	0.3832	8	49	102	6	2016	6.8333	0.7307
9233	overvoltage	0.386	-0.8735	6	68	154	9	2015.7778	32	2.2982
9249	p&o	0.3738	0.8163	5	83	289	14	2017.2857	9.1429	1.2813
9250	p&o algorithm	0.5368	0.8357	3	44	104	6	2015.8333	22	1.2951
9256	p-q	0.9837	0.1882	3	61	101	5	2017.4	2	0.2132
9259	p-v	0.0222	0.9157	5	120	507	26	2017.4231	11	1.2806
9296	parabolic trough	-0.7953	-0.2864	2	53	94	5	2017.8	11	1.3512
9297	parabolic trough collector	-1.0902	0.5873	2	41	77	5	2018	17.4	2.4293
9325	parameter	-0.2403	0.319	5	912	33434	1850	2017.1103	8.5854	1.0779
9329	parameter estimation	-0.0022	0.5679	5	152	855	42	2016.8333	15.7857	1.8954
9331	parameter extraction	-0.0667	0.8273	5	131	782	40	2017.025	16.6	1.6321
9334	parameter identification	0.1117	0.8041	5	108	426	23	2016.7391	13	1.955
9350	parameters extraction	0.0569	0.7163	5	73	235	12	2017.5	5.5	0.8731
9371	pareto	-0.1084	-0.9876	1	54	102	5	2018.6	3	0.7963
