id	label	description	url	x	y	cluster	weight<Links>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
4324	cupertino (2017)	"<table><tr><td>Authors:</td><td>cupertino, allan fagner; pereira, heverton augusto; mendes, victor flores</td></tr><tr><td>Title:</td><td>modeling, design and control of a solar array simulator based on two-stage converters</td></tr><tr><td>Source:</td><td>journal of control, automation and electrical systems, 28</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1007/s40313-017-0333-z	0.2606	-0.1293	26	2	4	0.4153	2017	4	0.4153
4341	löffler (2017)	"<table><tr><td>Authors:</td><td>löffler, konstantin; hainsch, karlo; burandt, thorsten; oei, pao yu; kemfert, claudia; von hirschhausen, christian</td></tr><tr><td>Title:</td><td>designing a model for the global energy system-genesys-mod: an application of the open-source energy modeling system (osemosys)</td></tr><tr><td>Source:</td><td>energies, 10</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.3390/en10101468	-0.4776	1.153	19	2	36	3.7379	2017	36	3.7379
4355	asif (2017)	"<table><tr><td>Authors:</td><td>asif, muhammad; dehwah, ammar h, a.; al-dosary, adel; nahiduzzaman, kh md; abdallah, abdullatif</td></tr><tr><td>Title:</td><td>building related pv systems in gcc countries: a swot analysis</td></tr><tr><td>Source:</td><td>2017 5th ieee international conference on smart energy grid engineering, sege 2017, nan</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1109/sege.2017.8052804	-0.4344	1.0153	7	1	3	0.3115	2017	3	0.3115
4367	malvoni (2017)	"<table><tr><td>Authors:</td><td>malvoni, maria; de giorgi, maria grazia; congedo, paolo maria</td></tr><tr><td>Title:</td><td>forecasting of pv power generation using weather input data-preprocessing techniques</td></tr><tr><td>Source:</td><td>energy procedia, 126</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.egypro.2017.08.293	0.0467	-0.0936	16	5	20	2.0766	2017	20	2.0766
4381	ning (2017)	"<table><tr><td>Authors:</td><td>ning, gui; junnan, li; yansong, dong; zhifeng, qiu; qingshan, jia; weihua, gui; geert, deconinck</td></tr><tr><td>Title:</td><td>bim-based pv system optimization and deployment</td></tr><tr><td>Source:</td><td>energy and buildings, 150</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.enbuild.2017.05.082	-0.8026	-0.2154	33	2	12	1.246	2017	12	1.246
4387	behzadi forough (2017)	"<table><tr><td>Authors:</td><td>behzadi forough, atefeh; roshandel, ramin</td></tr><tr><td>Title:</td><td>multi objective receding horizon optimization for optimal scheduling of hybrid renewable energy system</td></tr><tr><td>Source:</td><td>energy and buildings, 150</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.enbuild.2017.06.031	-1.4311	-0.3961	36	2	12	1.246	2017	12	1.246
4390	scioletti (2017)	"<table><tr><td>Authors:</td><td>scioletti, michael s.; newman, alexandra m.; goodman, johanna k.; zolan, alexander j.; leyffer, sven</td></tr><tr><td>Title:</td><td>optimal design and dispatch of a system of diesel generators, photovoltaics and batteries for remote locations</td></tr><tr><td>Source:</td><td>optimization and engineering, 18</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1007/s11081-017-9355-4	1.4418	0.2676	21	2	7	0.7268	2017	7	0.7268
4405	kim (2017)	"<table><tr><td>Authors:</td><td>kim, jae gon; kim, dong hyuk; yoo, woo sik; lee, joung yun; kim, yong bae</td></tr><tr><td>Title:</td><td>daily prediction of solar power generation based on weather forecast information in korea</td></tr><tr><td>Source:</td><td>iet renewable power generation, 11</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1049/iet-rpg.2016.0698	-0.054	0.2068	30	2	18	1.8689	2017	18	1.8689
4409	oliva (2017)	"<table><tr><td>Authors:</td><td>oliva, diego; abd el aziz, mohamed; ella hassanien, aboul</td></tr><tr><td>Title:</td><td>parameter estimation of photovoltaic cells using an improved chaotic whale optimization algorithm</td></tr><tr><td>Source:</td><td>applied energy, 200</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.apenergy.2017.05.029	0.4009	-0.1631	2	9	148	15.3668	2017	148	15.3668
4437	kler (2017)	"<table><tr><td>Authors:</td><td>kler, dhruv; sharma, pallavi; banerjee, ashish; rana, k. p, s.; kumar, vineet</td></tr><tr><td>Title:</td><td>pv cell and module efficient parameters estimation using evaporation rate based water cycle algorithm</td></tr><tr><td>Source:</td><td>swarm and evolutionary computation, 35</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.swevo.2017.02.005	0.4622	-0.1391	2	3	39	4.0494	2017	39	4.0494
4482	lopez-guede (2017)	"<table><tr><td>Authors:</td><td>lopez-guede, jose manuel; ramos-hernanz, jose antonio; zulueta, ekaitz; fernandez-gamiz, unai; azkune, gorka</td></tr><tr><td>Title:</td><td>dual model oriented modeling of monocrystalline pv modules based on artificial neuronal networks</td></tr><tr><td>Source:</td><td>international journal of hydrogen energy, 42</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.ijhydene.2017.02.062	0.1726	-0.0229	9	5	5	0.5191	2017	5	0.5191
4510	zohri (2017a)	"<table><tr><td>Authors:</td><td>zohri, m.; fudholi, a.; ruslan, m. h.; sopian, k.</td></tr><tr><td>Title:</td><td>mathematical modeling of photovoltaic thermal pv/t system with v-groove collector</td></tr><tr><td>Source:</td><td>aip conference proceedings, 1862</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1063/1.4991167	-0.4787	-0.53	13	2	10	1.0383	2017	10	1.0383
4584	zhang (2017a)	"<table><tr><td>Authors:</td><td>zhang, wencheng; zheng, xiaoxing; sun, xiaoguang; geng, jianyu; niu, qiang; li, jiefu; bao, chengjia</td></tr><tr><td>Title:</td><td>short-term photovoltaic output forecasting based on correlation of meteorological data</td></tr><tr><td>Source:</td><td>2017 ieee conference on energy internet and energy system integration, ei2 2017 - proceedings, 2018-january</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1109/ei2.2017.8245285	-0.4153	0.2485	23	1	2	0.2077	2017	2	0.2077
4628	khan (2017a)	"<table><tr><td>Authors:</td><td>khan, mohammed mumtaz a.; asif, muhammad; stach, edgar</td></tr><tr><td>Title:</td><td>rooftop pv potential in the residential sector of the kingdom of saudi arabia</td></tr><tr><td>Source:</td><td>buildings, 7</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.3390/buildings7020046	-0.4357	1.0161	7	2	22	2.2842	2017	22	2.2842
4631	tejwani (2017)	"<table><tr><td>Authors:</td><td>tejwani, vinod; suthar, bhavik</td></tr><tr><td>Title:</td><td>power management in fuel cell based hybrid systems</td></tr><tr><td>Source:</td><td>international journal of hydrogen energy, 42</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.ijhydene.2017.04.266	1.3114	0.2848	3	1	11	1.1421	2017	11	1.1421
4634	bigdeli (2017)	"<table><tr><td>Authors:</td><td>bigdeli, n.; salehi borujeni, m.; afshar, k.</td></tr><tr><td>Title:</td><td>time series analysis and short-term forecasting of solar irradiation, a new hybrid approach</td></tr><tr><td>Source:</td><td>swarm and evolutionary computation, 34</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.swevo.2016.12.004	-0.2473	0.2375	5	1	8	0.8306	2017	8	0.8306
4669	chiang (2017)	"<table><tr><td>Authors:</td><td>chiang, po han; chiluvuri, siva prasad varma; dey, sujit; nguyen, truong q.</td></tr><tr><td>Title:</td><td>forecasting of solar photovoltaic system power generation using wavelet decomposition and bias-compensated random forest</td></tr><tr><td>Source:</td><td>ieee green technologies conference, nan</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1109/greentech.2017.44	-0.1025	0.2628	25	1	14	1.4536	2017	14	1.4536
4677	wan (2017)	"<table><tr><td>Authors:</td><td>wan, can; lin, jin; song, yonghua; xu, zhao; yang, guangya</td></tr><tr><td>Title:</td><td>probabilistic forecasting of photovoltaic generation: an efficient statistical approach</td></tr><tr><td>Source:</td><td>ieee transactions on power systems, 32</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1109/tpwrs.2016.2608740	-0.071	0.1863	30	4	58	6.0221	2017	58	6.0221
4682	mojumder (2017)	"<table><tr><td>Authors:</td><td>mojumder, juwel chandra; ong, hwai chyuan; chong, wen tong; leong, kin yuen; izadyar, nima</td></tr><tr><td>Title:</td><td>an empirical analysis on photovoltaic thermal system with fin design by forced air circulation</td></tr><tr><td>Source:</td><td>journal of mechanical science and technology, 31</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1007/s12206-017-0453-1	0.3938	-0.7228	28	3	3	0.3115	2017	3	0.3115
4726	pierro (2017)	"<table><tr><td>Authors:</td><td>pierro, marco; bucci, francesco; de felice, matteo; maggioni, enrico; perotto, alessandro; spada, francesco; moser, david; cornaro, cristina</td></tr><tr><td>Title:</td><td>deterministic and stochastic approaches for day-ahead solar power forecasting</td></tr><tr><td>Source:</td><td>journal of solar energy engineering, transactions of the asme, 139</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1115/1.4034823	-0.088	0.0006	24	1	17	1.7651	2017	17	1.7651
4727	jazayeri (2017)	"<table><tr><td>Authors:</td><td>jazayeri, kian; jazayeri, moein; uysal, sener</td></tr><tr><td>Title:</td><td>artificial neural network-based all-sky power estimation and fault detection in photovoltaic modules</td></tr><tr><td>Source:</td><td>journal of photonics for energy, 7</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1117/1.jpe.7.025501	-0.3702	0.2415	23	1	6	0.623	2017	6	0.623
4730	dehghanzadeh (2017)	"<table><tr><td>Authors:</td><td>dehghanzadeh, ahmad; farahani, gholamreza; maboodi, mohsen</td></tr><tr><td>Title:</td><td>a novel approximate explicit double-diode model of solar cells for use in simulation studies</td></tr><tr><td>Source:</td><td>renewable energy, 103</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.renene.2016.11.051	0.3658	-0.1381	32	1	19	1.9728	2017	19	1.9728
4736	reis (2017)	"<table><tr><td>Authors:</td><td>reis, l. r, d.; camacho, j. r.; novacki, d. f.</td></tr><tr><td>Title:</td><td>the newton raphson method in the extraction of parameters of pv modules</td></tr><tr><td>Source:</td><td>renewable energy and power quality journal, 1</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.24084/repqj15.416	0.4165	-0.1692	17	1	5	0.5191	2017	5	0.5191
4760	jumaat (2017)	"<table><tr><td>Authors:</td><td>jumaat, siti amely binti; crocker, flora; abd wahab, mohd helmy; mohammad radzi, nur hanis binti</td></tr><tr><td>Title:</td><td>investigate the photovoltaic (pv) module performance using artificial neural network (ann)</td></tr><tr><td>Source:</td><td>icos 2016 - 2016 ieee conference on open systems, nan</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1109/icos.2016.7881989	0.1454	-0.0146	26	1	7	0.7268	2017	7	0.7268
4761	hassan (2017)	"<table><tr><td>Authors:</td><td>hassan, qusay; jaszczur, marek; przenzak, estera</td></tr><tr><td>Title:</td><td>mathematical model for the power generation from arbitrarily oriented photovoltaic panel</td></tr><tr><td>Source:</td><td>e3s web of conferences, 14</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1051/e3sconf/20171401028	0.8067	-0.5057	29	2	7	0.7268	2017	7	0.7268
4777	ramakrishna (2017)	"<table><tr><td>Authors:</td><td>ramakrishna, raksha; scaglione, anna</td></tr><tr><td>Title:</td><td>a compressive sensing framework for the analysis of solar photo-voltaic power</td></tr><tr><td>Source:</td><td>conference record - asilomar conference on signals, systems and computers, nan</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1109/acssc.2016.7869048	-0.1038	-0.0015	24	1	4	0.4153	2017	4	0.4153
4808	moradi (2017)	"<table><tr><td>Authors:</td><td>moradi, mohammad h.; foroutan, vahid bahrami; abedini, mohammad</td></tr><tr><td>Title:</td><td>power flow analysis in islanded micro-grids via modeling different operational modes of dgs: a review and a new approach</td></tr><tr><td>Source:</td><td>renewable and sustainable energy reviews, 69</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.rser.2016.11.156	1.2931	0.2052	3	1	29	3.0111	2017	29	3.0111
4810	pleßmann (2017a)	"<table><tr><td>Authors:</td><td>pleßmann, g.; blechinger, p.</td></tr><tr><td>Title:</td><td>how to meet eu ghg emission reduction targets? a model based decarbonization pathway for europe's electricity supply system until 2050</td></tr><tr><td>Source:</td><td>energy strategy reviews, 15</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.esr.2016.11.003	-0.5256	1.242	31	1	36	3.7379	2017	36	3.7379
4863	muhsen (2017)	"<table><tr><td>Authors:</td><td>muhsen, dhiaa halboot; khatib, tamer; nagi, farrukh</td></tr><tr><td>Title:</td><td>a review of photovoltaic water pumping system designing methods, control strategies and field performance</td></tr><tr><td>Source:</td><td>renewable and sustainable energy reviews, 68</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.rser.2016.09.129	0.6037	-0.2893	6	3	31	3.2187	2017	31	3.2187
4923	chen (2017a)	"<table><tr><td>Authors:</td><td>chen, zhicong; wu, lijun; cheng, shuying; lin, peijie; wu, yue; lin, wencheng</td></tr><tr><td>Title:</td><td>intelligent fault diagnosis of photovoltaic arrays based on optimized kernel extreme learning machine and i-v characteristics</td></tr><tr><td>Source:</td><td>applied energy, 204</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.apenergy.2017.05.034	0.5139	-0.2592	39	4	78	8.0987	2017	78	8.0987
4929	sangeetha (2017)	"<table><tr><td>Authors:</td><td>sangeetha, r. s.; jayan, m. v.; pradish, m.</td></tr><tr><td>Title:</td><td>an improved technique for predicting characteristics of two-diode based pv model</td></tr><tr><td>Source:</td><td>energy procedia, 117</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.egypro.2017.05.205	0.365	-0.2682	42	1	6	0.623	2017	6	0.623
4934	ibrahim (2017)	"<table><tr><td>Authors:</td><td>ibrahim, haider; anani, nader</td></tr><tr><td>Title:</td><td>evaluation of analytical methods for parameter extraction of pv modules</td></tr><tr><td>Source:</td><td>energy procedia, 134</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.egypro.2017.09.601	0.4551	-0.2088	17	1	13	1.3498	2017	13	1.3498
4940	voyant (2017)	"<table><tr><td>Authors:</td><td>voyant, cyril; notton, gilles; kalogirou, soteris; nivet, marie laure; paoli, christophe; motte, fabrice; fouilloy, alexis</td></tr><tr><td>Title:</td><td>machine learning methods for solar radiation forecasting: a review</td></tr><tr><td>Source:</td><td>renewable energy, 105</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.renene.2016.12.095	-0.2623	0.3653	14	9	308	31.9795	2017	308	31.9795
4942	roberts (2017)	"<table><tr><td>Authors:</td><td>roberts, justo josé; mendiburu zevallos, andrés a.; cassula, agnelo marotta</td></tr><tr><td>Title:</td><td>assessment of photovoltaic performance models for system simulation</td></tr><tr><td>Source:</td><td>renewable and sustainable energy reviews, 72</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.rser.2016.10.022	0.3496	-0.1698	17	1	15	1.5574	2017	15	1.5574
4944	dimri (2017)	"<table><tr><td>Authors:</td><td>dimri, neha; tiwari, arvind; tiwari, g. n.</td></tr><tr><td>Title:</td><td>thermal modelling of semitransparent photovoltaic thermal (pvt) with thermoelectric cooler (tec) collector</td></tr><tr><td>Source:</td><td>energy conversion and management, 146</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.enconman.2017.05.017	-0.5284	0.5769	10	3	45	4.6723	2017	45	4.6723
4946	bastidas-rodriguez (2017)	"<table><tr><td>Authors:</td><td>bastidas-rodriguez, j. d.; petrone, g.; ramos-paja, c. a.; spagnuolo, g.</td></tr><tr><td>Title:</td><td>a genetic algorithm for identifying the single diode model parameters of a photovoltaic panel</td></tr><tr><td>Source:</td><td>mathematics and computers in simulation, 131</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.matcom.2015.10.008	0.2143	-0.0697	9	3	45	4.6723	2017	45	4.6723
4947	boutana (2017)	"<table><tr><td>Authors:</td><td>boutana, n.; mellit, a.; lughi, v.; massi pavan, a.</td></tr><tr><td>Title:</td><td>assessment of implicit and explicit models for different photovoltaic modules technologies</td></tr><tr><td>Source:</td><td>energy, 122</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.energy.2017.01.073	0.1538	-0.14	16	1	15	1.5574	2017	15	1.5574
4950	boutana (2017a)	"<table><tr><td>Authors:</td><td>boutana, n.; mellit, a.; haddad, s.; rabhi, a.; pavan, a. massi</td></tr><tr><td>Title:</td><td>an explicit i-v model for photovoltaic module technologies</td></tr><tr><td>Source:</td><td>energy conversion and management, 138</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.enconman.2017.02.016	0.1207	-0.1852	38	2	19	1.9728	2017	19	1.9728
4952	wang (2017d)	"<table><tr><td>Authors:</td><td>wang, gang; zhao, ke; shi, jiangtao; chen, wei; zhang, haiyang; yang, xinsheng; zhao, yong</td></tr><tr><td>Title:</td><td>an iterative approach for modeling photovoltaic modules without implicit equations</td></tr><tr><td>Source:</td><td>applied energy, 202</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.apenergy.2017.05.149	0.1521	-0.1364	16	1	17	1.7651	2017	17	1.7651
4956	fathy (2017)	"<table><tr><td>Authors:</td><td>fathy, ahmed; rezk, hegazy</td></tr><tr><td>Title:</td><td>parameter estimation of photovoltaic system using imperialist competitive algorithm</td></tr><tr><td>Source:</td><td>renewable energy, 111</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.renene.2017.04.014	0.5184	-0.1222	44	5	49	5.0876	2017	49	5.0876
4960	kazem (2017)	"<table><tr><td>Authors:</td><td>kazem, hussein a.; yousif, jabar h.</td></tr><tr><td>Title:</td><td>comparison of prediction methods of photovoltaic power system production using a measured dataset</td></tr><tr><td>Source:</td><td>energy conversion and management, 148</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.enconman.2017.06.058	-0.1942	0.2749	18	1	20	2.0766	2017	20	2.0766
4961	yin (2017)	"<table><tr><td>Authors:</td><td>yin, ershuai; li, qiang; xuan, yimin</td></tr><tr><td>Title:</td><td>thermal resistance analysis and optimization of photovoltaic-thermoelectric hybrid system</td></tr><tr><td>Source:</td><td>energy conversion and management, 143</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.enconman.2017.04.004	0.3902	-0.6584	11	2	45	4.6723	2017	45	4.6723
4968	cuce (2017)	"<table><tr><td>Authors:</td><td>cuce, erdem; cuce, pinar mert; karakas, ibrahim hakki; bali, tulin</td></tr><tr><td>Title:</td><td>an accurate model for photovoltaic (pv) modules to determine electrical characteristics and thermodynamic performance parameters</td></tr><tr><td>Source:</td><td>energy conversion and management, 146</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.enconman.2017.05.022	0.2046	-0.0478	32	3	35	3.634	2017	35	3.634
4970	ghosh (2017)	"<table><tr><td>Authors:</td><td>ghosh, shibani; rahman, saifur; pipattanasomporn, manisa</td></tr><tr><td>Title:</td><td>distribution voltage regulation through active power curtailment with pv inverters and solar generation forecasts</td></tr><tr><td>Source:</td><td>ieee transactions on sustainable energy, 8</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1109/tste.2016.2577559	-0.6449	-0.3365	15	1	79	8.2025	2017	79	8.2025
4990	et-torabi (2017)	"<table><tr><td>Authors:</td><td>et-torabi, k.; nassar-eddine, i.; obbadi, a.; errami, y.; rmaily, r.; sahnoun, s.; el fajri, a.; agunaou, m.</td></tr><tr><td>Title:</td><td>parameters estimation of the single and double diode photovoltaic models using a gauss–seidel algorithm and analytical method: a comparative study</td></tr><tr><td>Source:</td><td>energy conversion and management, 148</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.enconman.2017.06.064	0.3194	-0.2567	35	12	39	4.0494	2017	39	4.0494
4993	dhimish (2017)	"<table><tr><td>Authors:</td><td>dhimish, mahmoud; holmes, violeta; mehrdadi, bruce; dales, mark; mather, peter</td></tr><tr><td>Title:</td><td>photovoltaic fault detection algorithm based on theoretical curves modelling and fuzzy classification system</td></tr><tr><td>Source:</td><td>energy, 140</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.energy.2017.08.102	0.4739	-0.2307	39	1	42	4.3608	2017	42	4.3608
4996	klein (2017)	"<table><tr><td>Authors:</td><td>klein, martin; deissenroth, marc</td></tr><tr><td>Title:</td><td>when do households invest in solar photovoltaics? an application of prospect theory</td></tr><tr><td>Source:</td><td>energy policy, 109</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.enpol.2017.06.067	-1.4392	-0.4762	1	4	14	1.4536	2017	14	1.4536
4999	malvoni (2017a)	"<table><tr><td>Authors:</td><td>malvoni, m.; leggieri, a.; maggiotto, g.; congedo, p. m.; de giorgi, m. g.</td></tr><tr><td>Title:</td><td>long term performance, losses and efficiency analysis of a 960 kw<inf>p</inf> photovoltaic system in the mediterranean climate</td></tr><tr><td>Source:</td><td>energy conversion and management, 145</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.enconman.2017.04.075	0.0348	-0.0841	16	7	33	3.4264	2017	33	3.4264
5018	de la parra (2017)	"<table><tr><td>Authors:</td><td>de la parra, i.; muñoz, m.; lorenzo, e.; garcía, m.; marcos, j.; martínez-moreno, f.</td></tr><tr><td>Title:</td><td>pv performance modelling: a review in the light of quality assurance for large pv plants</td></tr><tr><td>Source:</td><td>renewable and sustainable energy reviews, 78</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.rser.2017.04.080	0.3617	-0.2202	27	2	26	2.6996	2017	26	2.6996
5019	theristis (2017)	"<table><tr><td>Authors:</td><td>theristis, marios; fernández, eduardo f.; sumner, mike; o'donovan, tadhg s.</td></tr><tr><td>Title:</td><td>multiphysics modelling and experimental validation of high concentration photovoltaic modules</td></tr><tr><td>Source:</td><td>energy conversion and management, 139</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.enconman.2017.02.044	-0.5054	-0.5777	13	2	14	1.4536	2017	14	1.4536
5023	nyholm (2017)	"<table><tr><td>Authors:</td><td>nyholm, emil; odenberger, mikael; johnsson, filip</td></tr><tr><td>Title:</td><td>an economic assessment of distributed solar pv generation in sweden from a consumer perspective – the impact of demand response</td></tr><tr><td>Source:</td><td>renewable energy, 108</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.renene.2017.02.050	-0.257	0.3532	14	1	14	1.4536	2017	14	1.4536
5025	barbieri (2017)	"<table><tr><td>Authors:</td><td>barbieri, florian; rajakaruna, sumedha; ghosh, arindam</td></tr><tr><td>Title:</td><td>very short-term photovoltaic power forecasting with cloud modeling: a review</td></tr><tr><td>Source:</td><td>renewable and sustainable energy reviews, 75</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.rser.2016.10.068	-0.2521	0.3597	14	2	60	6.2298	2017	60	6.2298
5029	hassan (2017a)	"<table><tr><td>Authors:</td><td>hassan, muhammed a.; khalil, a.; kaseb, s.; kassem, m. a.</td></tr><tr><td>Title:</td><td>potential of four different machine-learning algorithms in modeling daily global solar radiation</td></tr><tr><td>Source:</td><td>renewable energy, 111</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.renene.2017.03.083	-0.3097	0.592	12	2	23	2.3881	2017	23	2.3881
5036	pfenninger (2017)	"<table><tr><td>Authors:</td><td>pfenninger, stefan</td></tr><tr><td>Title:</td><td>dealing with multiple decades of hourly wind and pv time series in energy models: a comparison of methods to reduce time resolution and the planning implications of inter-annual variability</td></tr><tr><td>Source:</td><td>applied energy, 197</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.apenergy.2017.03.051	-0.4562	1.1563	19	2	78	8.0987	2017	78	8.0987
5040	ram (2017)	"<table><tr><td>Authors:</td><td>ram, j. prasanth; babu, t. sudhakar; dragicevic, tomislav; rajasekar, n.</td></tr><tr><td>Title:</td><td>a new hybrid bee pollinator flower pollination algorithm for solar pv parameter estimation</td></tr><tr><td>Source:</td><td>energy conversion and management, 135</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.enconman.2016.12.082	0.4444	-0.12	2	5	78	8.0987	2017	78	8.0987
5049	ferlito (2017)	"<table><tr><td>Authors:</td><td>ferlito, s.; adinolfi, g.; graditi, g.</td></tr><tr><td>Title:</td><td>comparative analysis of data-driven methods online and offline trained to the forecasting of grid-connected photovoltaic plant production</td></tr><tr><td>Source:</td><td>applied energy, 205</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.apenergy.2017.07.124	-0.0351	0.1324	9	7	32	3.3225	2017	32	3.3225
5054	chen (2017b)	"<table><tr><td>Authors:</td><td>chen, chao rong; kartini, unit three</td></tr><tr><td>Title:</td><td>k-nearest neighbor neural network models for very short-term global solar irradiance forecasting based on meteorological data</td></tr><tr><td>Source:</td><td>energies, 10</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.3390/en10020186	-0.291	0.204	22	1	9	0.9345	2017	9	0.9345
5062	ibrahim (2017a)	"<table><tr><td>Authors:</td><td>ibrahim, haider; anani, nader</td></tr><tr><td>Title:</td><td>variations of pv module parameters with irradiance and temperature</td></tr><tr><td>Source:</td><td>energy procedia, 134</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.egypro.2017.09.617	0.2203	-0.1747	38	3	40	4.1532	2017	40	4.1532
5079	protopapadaki (2017)	"<table><tr><td>Authors:</td><td>protopapadaki, christina; saelens, dirk</td></tr><tr><td>Title:</td><td>heat pump and pv impact on residential low-voltage distribution grids as a function of building and district properties</td></tr><tr><td>Source:</td><td>applied energy, 192</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.apenergy.2016.11.103	-0.6396	-0.3301	15	2	31	3.2187	2017	31	3.2187
5083	mariaud (2017)	"<table><tr><td>Authors:</td><td>mariaud, arthur; acha, salvador; ekins-daukes, ned; shah, nilay; markides, christos n.</td></tr><tr><td>Title:</td><td>integrated optimisation of photovoltaic and battery storage systems for uk commercial buildings</td></tr><tr><td>Source:</td><td>applied energy, 199</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.apenergy.2017.04.067	-0.9808	-0.3342	15	3	41	4.257	2017	41	4.257
