author,year,journal,title,keywords,doi,is_bipv,is_shadow,is_ml,is_dl,is_nn,is_cnn,is_rnn
Said M.I.,2020,Renew. Energy,Maximum power output prediction of HCPV FLATCON® module using an ANN approach,"['roof', 'method', 'temperature', 'power', 'characteristization', 'perturb and observe', 'deep learning', 'analysis', 'model', 'irradiation', 'data', 'spectral matching ratio', 'estimation', 'system', 'meteorology', 'energy yield prediction', 'measurement', 'energy', 'optimization', 'genetic algorithm', 'output', 'high concentration', 'maximum power output', 'photovoltaic', 'module', 'neural network', 'parameter', 'wind', 'algorithm', 'machine learning', 'outdoor', 'high concentration photovoltaic', 'prediction']",10.1016/j.renene.2020.01.106,0,0,1,1,1,0,0
Ferreira A.D.O.,2020,Comput Electr Eng,"Modeling, control and simulation of a small photovoltaic-wind water pumping system without battery bank","['battery bank', 'converter', 'wind-photovoltaic pumping', 'output', 'control', 'characteristization', 'performance', 'battery', 'photovoltaic', 'wind', 'simulation', 'analysis', 'model', 'hybrid', 'multi-input dc-dc converter', 'system', 'energy']",10.1016/j.compeleceng.2020.106619,0,0,0,0,0,0,0
Hsiao P.-T.,2020,Renew. Energy,Pilot operation and lifetime assessment for indoor light energy harvesting photovoltaics,"['database', 'dye-sensitized cell', 'power', 'pid', 'lifetime prediction', 'pilot production line', 'indoor light harvesting', 'efficiency', 'data', 'photovoltaic', 'prediction', 'system', 'indoor', 'energy']",10.1016/j.renene.2020.01.018,0,0,0,0,0,0,0
Fudholi A.,2020,Int. J. Power Electron. Drive Syst.,Theoretical approach model of building integrated photovoltaic thermal air collector,"['method', 'optimization', 'performance', 'building', 'heat transfer', 'photovoltaic', 'thermal modeling', 'neural network', 'parameter', 'deep learning', 'heat', 'analysis', 'model', 'algorithm', 'machine learning', 'modeling', 'renewable energy', 'solar collector', 'BIPV', 'efficiency', 'air', 'thermal', 'system', 'energy']",10.11591/ijpeds.v11.i2.pp1002-1010,0,0,1,1,1,0,0
Saxena H.,2020,Int. Trans. Elecr. Energy Sys.,Design and performance analysis of improved Adaline technique for synchronization and load compensation of grid-tied photovoltaic system,"['method', 'power', 'control', 'phase-locked loops', 'experiment', 'performance', 'power quality', 'neural network', 'deep learning', 'simulation', 'model', 'machine learning', 'modeling', 'load', 'synchronization', 'design', 'grid', 'harmonic distortion']",10.1002/2050-7038.12388,0,0,1,1,1,0,0
Kuchibhatla S.M.,2020,J. Ambient Intell. Humanized Comput.,Adaptive technique for PQ analysis in renewable sources with grid integrated SSFC,"['power', 'pid', 'micro grid', 'perturb and observe', 'deep learning', 'analysis', 'model', 'wt', 'facts', 'RNN', 'efficiency', 'pv', 'cfa', 'system', 'management', 'grid', 'energy', 'controller', 'optimization', 'control', 'performance', 'photovoltaic', 'pq', 'module', 'neural network', 'wind', 'algorithm', 'pid controller', 'machine learning', 'ssfc', 'rnn', 'design']",10.1007/s12652-019-01283-5,0,0,1,1,1,0,1
Kouaissah N.,2020,Comput Ind Eng,Optimizing sustainable and renewable energy portfolios using a fuzzy interval goal programming approach,"['fuzzy', 'method', 'uncertainty modeling', 'optimization', 'multi criteria decision making', 'sustainable renewable energy portfolios', 'photovoltaic', 'parameter', 'nelder-mead', 'wind', 'analysis', 'model', 'multi-objective', 'fuzzy goal programming', 'algorithm', 'modeling', 'renewable energy', 'revised multi-choice goal programming', 'energy']",10.1016/j.cie.2020.106448,0,0,0,0,0,0,0
Labrador Rivas A.E.,2020,Electr Power Syst Res,Adaptive current harmonic estimation under fault conditions for smart grid systems,"['reliability', 'method', 'online', 'power', 'control', 'detection', 'performance', 'photovoltaic', 'symmetrical faults', 'transient current', 'fault', 'least square', 'wind', 'failure', 'analysis', 'prediction', 'harmonics', 'load', 'microgrid', 'smart grid', 'estimation', 'system', 'fault disturbances', 'measurement', 'grid']",10.1016/j.epsr.2020.106276,0,0,0,0,0,0,0
Sen S.,2020,IEEE Syst. J.,Simplified Modeling and HIL Validation of Solar PVs and Storage-Based Islanded Microgrid with Generation Uncertainties,"['renewable energy sources', 'power', 'renewable energy source', 'power electronics interfacing', 'output', 'mean bias error', 'battery', 'photovoltaic', 'wind', 'simulation', 'analysis', 'model', 'microgrid  modeling', 'operatation', 'modeling', 'renewable energy', 'load', 'low voltage', 'microgrid', 'small-signal model', 'inverter', 'system', 'energy', 'grid']",10.1109/JSYST.2019.2917754,0,0,0,0,0,0,0
Salari A.,2020,Renew. Energy,A numerical study on a photovoltaic thermal system integrated with a thermoelectric generator module,"['generator', 'temperature', 'optimization', 'genetic algorithm', 'performance', 'photovoltaic', 'module', 'thermoelectric generator module', 'numerical simulation', 'thermal efficiency', 'parameter', 'simulation', 'model', 'algorithm', 'electrical efficiency', 'irradiation', 'efficiency', 'photovoltaic thermal system', 'thermal', 'system']",10.1016/j.renene.2020.02.018,0,0,0,0,0,0,0
Lu F.,2020,IEEE J. Emerg. Sel. Top. Power Electron.,Autonomous Power-Source Regulation in Series-Connected Low-Voltage Microinverters,"['online', 'power', 'optimization', 'genetic algorithm', 'control', 'experiment', 'non-linear', 'output', 'distribution', 'photovoltaic', 'module', 'simulation', 'control design', 'model', 'inverters', 'algorithm', 'modeling', 'low voltage', 'efficiency', 'inverter', 'design', 'system', 'autonomous system']",10.1109/JESTPE.2019.2908999,0,0,0,0,0,0,0
Roy K.,2020,Soft Comput.,Energy management of the energy storage-based micro-grid-connected system: an SOGSNN strategy,"['generator', 'method', 'mt', 'power', 'renewable energy source', 'mean bias error', 'sogsnn', 'distribution', 'fc', 'deep learning', 'model', 'load demand', 'renewable energy', 'wt', 'load', 'microgrid', 'cost function', 'pv', 'dg', 'system', 'management', 'grid', 'energy', 'optimization', 'performance', 'battery', 'photovoltaic', 'gravity search', 'neural network', 'wind', 'algorithm', 'operatation', 'machine learning', 'modeling', 'mg', 'cost', 'hybrid']",10.1007/s00500-019-04412-6,0,0,1,1,1,0,0
Shan C.,2020,Aerosp Sci Technol,Analysis of energy system configuration and energy balance for stratospheric airship based on position energy storage strategy,"['power', 'stratospheric airship', 'energy system configuration', 'strategy', 'wind', 'analysis', 'model', 'renewable energy', 'irradiation', 'design', 'thermal', 'system', 'energy balance', 'position energy storage', 'management', 'energy']",10.1016/j.ast.2020.105844,0,0,0,0,0,0,0
Rejeb O.,2020,Renew. Energy,Optimization and performance analysis of a solar concentrated photovoltaic-thermoelectric (CPV-TE) hybrid system,"['method', 'temperature', 'optimization', 'genetic algorithm', 'CPV', 'photovoltaic', 'module', 'response surface methodology', 'parameter', 'cpv', 'heat', 'analysis', 'model', 'algorithm', 'electrical efficiency enhancement', 'machine learning', 'cpv/t', 'irradiation', 'load', 'efficiency', 'data', 'prediction', 'thermal', 'system', 'regression']",10.1016/j.renene.2020.02.007,0,0,1,0,0,0,0
Navalho J.E.P.,2020,Appl. Energy,A comprehensive and fully predictive discrete methodology for volumetric solar receivers: application to a functional parabolic dish solar collector system,"['reliability', 'method', 'temperature', 'power', 'optimization', 'absorber', 'genetic algorithm', 'characteristization', 'csp', 'performance', 'pore-scale model', 'parabolic dish', 'volumetric effect', 'aging', 'loss', 'simulation', 'heat', 'model', 'algorithm', 'ceramic', 'modeling', 'volumetric solar absorber', 'irradiation', 'data', 'ceramic foam', 'prediction', 'thermal', 'system']",10.1016/j.apenergy.2020.114781,0,0,0,0,0,0,0
Athikkal S.,2020,Int. J. Electr. Eng. Technol.,Solar powered agribot for farm monitoring using internet of things (IOT),"['power', 'optimization', 'genetic algorithm', 'control', 'agribot', 'photovoltaic', 'agriculture', 'agricultural robot', 'sensor', 'analysis', 'internet of things', 'algorithm', 'prediction', 'load', 'data', 'wireless fidelity', 'monitoring', 'robot', 'design', 'solar pv', 'system', 'farm monitoring', 'energy']",nan,0,0,0,0,0,0,0
Tadjeddine Ali A.,2020,Int. J. Power Electron. Drive Syst.,Optimal distribution of power under stress on power grid in real-time by reactive compensation-management and development in balance,"['power', 'optimization', 'decentralized production', 'dispatching', 'power integration', 'control', 'genetic algorithm', 'photovoltaic', 'simulation', 'analysis', 'model', 'algorithm', 'modeling', 'load', 'pv', 'real time', 'system', 'management', 'energy']",10.11591/ijpeds.v11.i2.pp685-691,0,0,0,0,0,0,0
Jafari M.,2020,IEEE J. Emerg. Sel. Top. Power Electron.,A Novel Predictive Fuzzy Logic-Based Energy Management System for Grid-Connected and Off-Grid Operation of Residential Smart Microgrids,"['predictive control', 'fuzzy', 'control', 'fuzzy logic control', 'experiment', 'mean bias error', 'performance', 'battery', 'photovoltaic', 'design', 'charging', 'fuzzy logic', 'energy management', 'analysis', 'operatation', 'renewable energy', 'load', 'microgrid', 'efficiency', 'data', 'renewable energy system', 'prediction', 'system', 'residential microgrid', 'grid', 'management', 'energy']",10.1109/JESTPE.2018.2882509,0,0,0,0,0,0,0
Fernandez-Guisuraga J.M.,2020,ISPRS J. Photogramm. Remote Sens.,Comparison of pixel unmixing models in the evaluation of post-fire forest resilience based on temporal series of satellite imagery at moderate and very high spatial resolution,"['mesma', 'image', 'mean bias error', 'fractional vegetation cover', 'performance', 'dimidiate pixel model', 'GIS', 'sensor', 'analysis', 'model', 'system', 'modeling', 'evaluation', 'satellite', 'shadow', 'efficiency', 'data', 'worldview-2', 'estimation', 'landsat', 'fire regime']",10.1016/j.isprsjprs.2020.05.004,0,1,0,0,0,0,0
Soini M.C.,2020,J. Energy Storage,Impact of prosumer battery operation on the cost of power supply,"['tariff', 'power', 'behind-the-meter pv and storage', 'optimization', 'genetic algorithm', 'battery', 'water', 'photovoltaic', 'electricity de-carbonization', 'electricity market modeling', 'home', 'fault', 'photovolatic', 'charging', 'community storage', 'analysis', 'model', 'power plant', 'prosumer battery operation', 'algorithm', 'operatation', 'modeling', 'carbon', 'community', 'decentralized electricity assets', 'behind-the-meter', 'operation', 'system', 'grid']",10.1016/j.est.2020.101323,0,0,0,0,0,0,0
Bissiri M.,2020,Energy,A geospatial approach towards defining cost-optimal electrification pathways in West Africa,"['high-resolution', 'west africa', 'optimization', 'genetic algorithm', 'photovoltaic', 'electricity access', 'neural network', 'wind', 'deep learning', 'analysis', 'model', 'algorithm', 'machine learning', 'modeling', 'geospatial modeling', 'data', 'system', 'grid']",10.1016/j.energy.2020.117471,0,0,1,1,1,0,0
Olazo-Gomez Y.,2020,Int. J. Therm. Sci.,Mathematical modelling of conjugate laminar and turbulent heat transfer in a cavity: Effect of a vertical glazed wall,"['method', 'temperature', 'conjugate heat transfer', 'optimization', 'semitransparent wall', 'genetic algorithm', 'experiment', 'mean bias error', 'heat', 'analysis', 'correlation', 'algorithm', 'laminar and turbulent natural convection', 'irradiation', 'data', 'thermal']",10.1016/j.ijthermalsci.2020.106310,0,0,0,0,0,0,0
Karunathilake H.,2020,Renew. Energy,Project deployment strategies for community renewable energy: A dynamic multi-period planning approach,"['reliability', 'fuzzy', 'method', 'power', 'optimization', 'renewable energy source', 'system dynamics modeling', 'life cycle thinking', 'performance', 'fuzzy optimization', 'fuzzy logic', 'neural network', 'deep learning', 'model', 'algorithm', 'net-zero energy communities', 'project evaluation', 'machine learning', 'evaluation', 'modeling', 'renewable energy', 'system', 'energy', 'grid']",10.1016/j.renene.2020.01.045,0,0,1,1,1,0,0
Altun A.F.,2020,Renew. Energy,Economic feasibility analysis with the parametric dynamic simulation of a single effect solar absorption cooling system for various climatic regions in Turkey,"['temperature', 'power', 'optimization', 'genetic algorithm', 'control', 'performance', 'absorption systems', 'parameter', 'solar collectors', 'simulation', 'analysis', 'model', 'algorithm', 'cooling', 'modeling', 'efficiency', 'data', 'absorption', 'system', 'energy efficiency', 'weather', 'energy']",10.1016/j.renene.2020.01.055,0,0,0,0,0,0,0
Puspitarini H.D.,2020,Sci. Total Environ.,The impact of glacier shrinkage on energy production from hydropower-solar complementarity in alpine river basins,"['climate change', 'decision scaling', 'method', 'temperature', 'power', 'optimization', 'climate', 'genetic algorithm', 'characteristization', 'solar power', 'water', 'photovoltaic', 'renewable energy complementarity', 'run-of-the river hydropower', 'analysis', 'model', 'algorithm', 'renewable energy', 'load', 'climate-driven glacier-evolution model', 'system', 'meteorology', 'energy']",10.1016/j.scitotenv.2020.137488,0,0,0,0,0,0,0
Sutherland B.R.,2020,Joule,Solar Materials Find Their Band Gap,"['method', 'algorithm', 'optimization', 'none', 'genetic algorithm', 'bandgap', 'photovoltaic', 'perturb and observe', 'cell']",10.1016/j.joule.2020.05.001,0,0,0,0,0,0,0
Xie B.,2020,IET Power Electron.,Modelling and robust control of digitally controlled large-scale PV plants,"['transformer', 'optimization', 'transform', 'control', 'genetic algorithm', 'experiment', 'performance', 'photovoltaic', 'large-scale', 'parameter', 'simulation', 'analysis', 'model', 'algorithm', 'none', 'inverter', 'design', 'system', 'grid']",10.1049/iet-pel.2019.0888,0,0,0,0,0,0,0
Wang F.,2020,Energy Convers. Manage.,A day-ahead PV power forecasting method based on LSTM-RNN model and time correlation modification under partial daily pattern prediction framework,"['method', 'online', 'power', 'time correlation modification', 'characteristization', 'daily pattern prediction', 'building', 'distribution', 'deep learning', 'short-term', 'model', 'correlation', 'lstm-rnn', 'load', 'RNN', 'data', 'grid', 'energy', 'optimization', 'genetic algorithm', 'non-linear', 'output', 'photovoltaic power', 'performance', 'photovoltaic', 'neural network', 'parameter', 'power plant', 'algorithm', 'machine learning', 'modeling', 'prediction']",10.1016/j.enconman.2020.112766,0,0,1,1,1,0,0
Freier Raine D.,2020,Appl. Energy,Design method of a compact static nonimaging concentrator for portable photovoltaics using parameterisation and numerical optimisation,"['method', 'sustainable solar photovoltaic', 'optimization', 'genetic algorithm', 'CPV', 'experiment', 'mean bias error', 'photovoltaic', 'aging', 'charging', 'portable solar', 'parameter', 'cpv', 'numerical optimization', 'algorithm', 'carbon', 'efficiency', 'nonimaging concentrator', 'design', 'system', 'grid', 'energy']",10.1016/j.apenergy.2020.114821,0,0,0,0,0,0,0
Wang P.,2020,Energy,Acceptance-Rejection Sampling Based Monte Carlo Ray Tracing in Anisotropic Porous Media,"['acceptance rejection method', 'anisotropic porous media', 'method', 'optimization', 'absorber', 'genetic algorithm', 'transform', 'characteristization', 'performance', 'analysis', 'model', 'algorithm', 'modeling', 'monte carlo ray tracing', 'optical performance', 'variable pore structure', 'irradiation', 'efficiency', 'design', 'thermal']",10.1016/j.energy.2020.117455,0,0,0,0,0,0,0
Laxmi N.,2020,IEEE Sensors J.,Effect of Strain-Modulated Multiple Quantum Wells on Carrier Dynamics and Spectral Sensitivity of III-Nitride Photosensitive Devices,"['model', 'strain', 'iii-nitride', 'modulation', 'polarization', 'cell', 'efficiency', 'psds', 'photovoltaic', 'solar cell', 'charging', 'module', 'simulation']",10.1109/JSEN.2020.2971005,0,0,0,0,0,0,0
Liu L.,2020,IOP Conf. Ser. Earth Environ. Sci.,Photovoltaic Power Forecasting Based on SVM Optimized by Improved ABC,"['method', 'temperature', 'power', 'optimization', 'output', 'experiment', 'photovoltaic', 'parameter', 'algorithm', 'machine learning', 'none', 'irradiation', 'data', 'artificial bee colony', 'support vector machine', 'prediction', 'meteorology']",10.1088/1755-1315/474/5/052036,0,0,1,0,0,0,0
Kumar S.,2020,J. Phys. Conf. Ser.,A Radial Basis Function Neural Network Based Approach to Mitigate Soiling from PV Module,"['reliability', 'temperature', 'power', 'optimization', 'control', 'genetic algorithm', 'photovoltaic', 'module', 'neural network', 'wind', 'deep learning', 'model', 'algorithm', 'machine learning', 'none', 'irradiation', 'efficiency', 'data', 'prediction', 'system']",10.1088/1742-6596/1478/1/012038,0,0,1,1,1,0,0
Khelifi R.,2020,Int J Ambient Energy,Multi-step-ahead forecasting of daily solar radiation components in the Saharan climate,"['renewable energy source', 'global horizontal solar radiation', 'photovoltaic', 'solar energy', 'parameter', 'global horizontal irradiance', 'model', 'energy', 'radiation', 'prediction', 'direct horizontal solar radiation', 'renewable energy', 'irradiation', 'data', 'estimation', 'system', 'meteorology', 'forecasting', 'grid']",10.1080/01430750.2018.1490349,0,0,0,0,0,0,0
Lee P.-S.,2020,Appl. Opt.,Comprehensive analysis on the assembly of a dielectric-filled crossed compound parabolic concentrator and a concentrator photovoltaic module,"['analysis', 'model', 'loss', 'modeling', 'outdoor', 'none', 'experiment', 'CPV', 'irradiation', 'efficiency', 'photovoltaic', 'module', 'measurement', 'indoor']",10.1364/AO.387965,0,0,0,0,0,0,0
Zhang G.,2020,Atmos. Chem. Phys.,"Exploring the inconsistent variations in atmospheric primary and secondary pollutants during the 2016 G20 summit in Hangzhou, China: Implications from observations and models","['model', 'algorithm', 'mechanism', 'optimization', 'power', 'control', 'genetic algorithm', 'none', 'mean bias error', 'irradiation', 'perturb and observe', 'organic', 'meteorology']",10.5194/acp-20-5391-2020,0,0,0,0,0,0,0
Sharifian S.,2020,Energy Sources Recovery Util. Environ. Eff.,Transient simulation and modeling of photovoltaic-PEM water electrolysis,"['power', 'optimization', 'genetic algorithm', 'control', 'characteristization', 'performance', 'photovoltaic', 'trnsys', 'parameter', 'simulation', 'pem electrolyser', 'analysis', 'model', 'algorithm', 'operatation', 'modeling', 'hydrogen', 'load', 'data', 'system', 'weather', 'energy']",10.1080/15567036.2019.1602220,0,0,0,0,0,0,0
Ascencio-Vasquez J.,2020,Energies,Advanced PV performance modelling based on different levels of irradiance data accuracy,"['data filter', 'roof', 'output', 'experiment', 'performance', 'photovoltaic', 'loss', 'module', 'lightgbm', 'energy', 'analysis', 'model', 'algorithm', 'machine learning', 'modeling', 'satellite', 'pv system', 'irradiation', 'shadow', 'efficiency', 'data', 'filter', 'pv performance modeling', 'inverter', 'system', 'measurement', 'weather', 'grid']",10.3390/en13092166,0,1,1,0,0,0,0
Koura N.,2020,IEEJ Trans. Electr. Electron. Eng.,Prediction of PV Output Transition by Means of Estimated Confidence Interval,"['model', 'reliability', 'method', 'power', 'modeling', 'photovoltaic  power generation', 'output', 'photovoltaic', 'prediction', 'estimation', 'generation', 'transition prediction', 'just-in-time modeling', 'confidence interval estimation']",10.1002/tee.23120,0,0,0,0,0,0,0
Ershad A.M.,2020,Energies,Managing power demand from air conditioning benefits solar pv in India scenarios for 2040 y,"['air conditioning', 'power sector modeling', 'weather', 'power', 'pid', 'optimization', 'renewable electricity integration', 'photovoltaic', 'wind', 'demand-side management', 'analysis', 'model', 'algorithm', 'cooling', 'modeling', 'irradiation', 'india', 'wind and solar pv', 'air', 'system', 'management', 'market value']",10.3390/en13092223,0,0,0,0,0,0,0
Sharadga H.,2020,Renew. Energy,Time series forecasting of solar power generation for large-scale photovoltaic plants,"['weather', 'time series analysis', 'method', 'power', 'optimization', 'genetic algorithm', 'output', 'plant', 'photovoltaic', 'neural network', 'parameter', 'deep learning', 'energy', 'analysis', 'model', 'algorithm', 'grid-connected pv plant', 'operatation', 'machine learning', 'pv power forecasting', 'irradiation', 'data', 'prediction', 'system', 'statistical method', 'measurement', 'management', 'grid']",10.1016/j.renene.2019.12.131,0,0,1,1,1,0,0
Sekulic W.R.,2020,IEEE Trans Ind Appl,Evaluating the Incident Energy of Arcs in Photovoltaic DC Systems: Comparison between Calculated and Experimental Data,"['dc arc energy', 'model', 'correlation', 'method', 'system', 'photovoltaic  incident energy', '{i-v} curve', 'experiment', 'battery', 'data', 'photovoltaic', 'i-v', 'incident energy', 'energy']",10.1109/TIA.2020.2980217,0,0,0,0,0,0,0
Pasion C.,2020,Energies,Machine learning modeling of horizontal photovoltaics using weather and location data,"['temperature', 'power', 'renewable energy source', 'output', 'distribution', 'photovoltaic', 'regression', 'wind', 'analysis', 'model', 'power prediction', 'algorithm', 'machine learning', 'renewable energy', 'irradiation', 'data', 'ensemble', 'prediction', 'solar panels', 'system', 'energy', 'random forest', 'grid']",10.3390/en13102570,0,0,1,0,0,0,0
Cui Y.J.,2020,Energy Convers. Manage.,Performance evaluation and lifetime prediction of a segmented photovoltaic-thermoelectric hybrid system,"['power', 'output', 'performance', 'photovoltaic', 'energy conversion efficiency', 'loss', 'module', 'photovoltaic-thermoelectric', 'wind', 'heat', 'analysis', 'model', 'fatigue life', 'irradiation', 'hybrid', 'efficiency', 'correction', 'cell', 'system', 'power output', 'energy']",10.1016/j.enconman.2020.112744,0,0,0,0,0,0,0
Truong L.P.,2020,Energies,A method to estimate and analyze the performance of a grid-connected photovoltaic power plant,"['roof', 'pv power plant', 'method', 'temperature', 'power', 'performance', 'distribution', 'plant', 'photovoltaic', 'loss', 'performance model', 'simulation', 'analysis', 'model', 'power plant', 'operatation', 'loss model', 'system', 'grid']",10.3390/en13102583,0,0,0,0,0,0,0
Sukarso A.P.,2020,Energies,Cooling effect on the floating solar PV: Performance and economic analysis on the case of west Java province in Indonesia,"['method', 'temperature', 'floating solar photovoltaic', 'performance', 'remote sensing', 'photovoltaic', 'performance analysis', 'neural network', 'parameter', 'deep learning', 'analysis', 'cooling', 'machine learning', 'cooling effect', 'prediction', 'renewable energy', 'economic analysis', 'ground-based solar photovoltaic', 'efficiency', 'design', 'system', 'energy', 'policy']",10.3390/en13092126,0,0,1,1,1,0,0
Sun S.I.,2020,Energy Rep.,Effects of time resolution on finances and self-consumption when modeling domestic PV-battery systems,"['roof', 'protection', 'battery', 'photovoltaic', 'home', 'simulation', 'model', 'algorithm', 'modeling', 'techno-economic', 'renewable energy', 'load', 'data', 'solar pv', 'system', 'energy', 'time resolution']",10.1016/j.egyr.2020.03.020,0,0,0,0,0,0,0
Chen Z.,2020,Renew. Energy,International competition and trade conflict in a dual photovoltaic supply chain system,"['optimization', 'trade conflict', 'genetic algorithm', 'protection', 'policy', 'photovoltaic', 'module', 'heat', 'free trade', 'model', 'trade protection', 'algorithm', 'modeling', 'photovoltaic  supply chain', 'renewable energy', 'international competition', 'price discrimination', 'design', 'system', 'air', 'energy']",10.1016/j.renene.2019.11.085,0,0,0,0,0,0,0
Bao Q.,2020,Renew. Energy,A human-centered design approach to evaluating factors in residential solar PV adoption: A survey of homeowners in California and Massachusetts,"['reliability', 'optimization', 'genetic algorithm', 'residential solar pv', 'discrete choice modeling', 'photovoltaic', 'home', 'user needs and preferences', 'clean energy adoption', 'analysis', 'model', 'green', 'algorithm', 'modeling', 'renewable energy', 'data', 'design', 'system', 'energy', 'human-centered design']",10.1016/j.renene.2019.11.047,0,0,0,0,0,0,0
Khosa A.A.,2020,Energy Strateg. Rev.,Performance analysis based on probabilistic modelling of Quaid-e-Azam Solar Park (QASP) Pakistan,"['method', 'power', 'optimization', 'genetic algorithm', 'performance', 'photovoltaic', 'solar pv designing', 'loss', 'parameter', 'renewable energy power plants', 'simulation', 'analysis', 'model', 'power plant', 'algorithm', 'operatation', 'monte carlo simulation', 'renewable energy', 'irradiation', 'data', 'lcoe', 'design', 'system', 'weather', 'energy', 'probability analysis']",10.1016/j.esr.2020.100479,0,0,0,0,0,0,0
Muller J.,2020,Appl. Energy,Spatial projections of solar PV installations at subnational level: Accuracy testing of regression models,"['method', 'optimization', 'genetic algorithm', 'photovoltaic', 'home', 'technology diffusion', 'neural network', 'regression', 'deep learning', 'model accuracy', 'model', 'spatial projections', 'algorithm', 'spatial energy model', 'machine learning', 'modeling', 'data', 'out-of-sample testing', 'prediction', 'solar pv', 'energy', 'weather', 'grid']",10.1016/j.apenergy.2020.114747,0,0,1,1,1,0,0
Calderon-Henao N.,2020,Energies,Numerical-experimental performance assessment of a non-concentrating solar thermoelectric generator (STEG) operating in the Southern Hemisphere,"['generator', 'power', 'optimization', 'comsol multiphysics', 'genetic algorithm', 'output', 'performance', 'distribution', 'photovoltaic', 'thermoelectric generator', 'photovoltaic cell', 'module', 'energy harvesting', 'neural network', 'deep learning', 'heat', 'model', 'algorithm', 'operatation', 'machine learning', 'modeling', 'prediction', 'irradiation', 'hybrid', 'efficiency', 'efficiency gains', 'cell', 'thermal', 'solar thermoelectric generator', 'energy']",10.3390/en13102666,0,0,1,1,1,0,0
Reimuth A.,2020,Energy,How do changes in climate and consumption loads affect residential PV coupled battery energy systems?,"['climate change', 'residential battery storage system', 'consumption', 'optimization', 'climate', 'BSS', 'consumption loads', 'building', 'pv self-consumption', 'battery', 'photovoltaic', 'storage', 'residual load', 'energy flow modeling', 'model', 'algorithm', 'modeling', 'load', 'efficiency', 'system', 'meteorology', 'grid', 'energy']",10.1016/j.energy.2020.117339,0,0,0,0,0,0,0
Fthenakis V.,2020,Renewable Sustainable Energy Rev,Sustainability evaluation of CdTe PV: An update,"['weather', 'fires', 'extreme events', 'power', 'optimization', 'genetic algorithm', 'experiment', 'tellurium', 'sustainability', 'photovoltaic', 'module', 'analysis', 'model', 'leaching', 'power plant', 'algorithm', 'modeling', 'evaluation', 'cdte', 'cadmium', 'data', 'management', 'grid']",10.1016/j.rser.2020.109776,0,0,0,0,0,0,0
Hafiz F.,2020,IEEE Trans Ind Appl,Real-Time Stochastic Optimization of Energy Storage Management Using Deep Learning-Based Forecasts for Residential PV Applications,"['method', 'online', 'converter', 'power', 'optimization', 'energy storage', 'control', 'battery', 'photovoltaic', 'storage', 'loss', 'neural network', 'deep learning', 'BESS', 'short-term', 'energy management', 'model', 'real-time control', 'algorithm', 'machine learning', 'load forecast', 'load', 'RNN', 'hybrid', 'LSTM', 'stochastic programming', 'prediction', 'system', 'management', 'energy']",10.1109/TIA.2020.2968534,0,0,1,1,1,0,0
Tinnin J.,2020,Phys. Rev. Appl.,Molecular-Level Exploration of the Structure-Function Relations Underlying Interfacial Charge Transfer in the Subphthalocyanine/ C60 Organic Photovoltaic System,"['optimization', 'genetic algorithm', 'performance', 'photovoltaic', 'charging', 'organic', 'neural network', 'deep learning', 'simulation', 'algorithm', 'machine learning', 'none', 'ensemble', 'air', 'system', 'design']",10.1103/PhysRevApplied.13.054075,0,0,1,1,1,0,0
Pandey A.K.,2020,Int. Trans. Elecr. Energy Sys.,Optimal location and sizing of hybrid system by analytical crow search optimization algorithm,"['cat swarm', 'cso', 'method', 'power loss', 'power', 'optimization', 'crow search', 'ESS', 'performance', 'battery', 'photovoltaic', 'loss', 'optimal size', 'analysis', 'model', 'cso algorithm', 'algorithm', 'particle swarm', 'modeling', 'algoritm', 'load', 'energy storage system', 'voltage', 'pv', 'optimal location', 'system', 'energy']",10.1002/2050-7038.12327,0,0,0,0,0,0,0
Almedeij J.,2020,J. Hydrol. Eng.,Long-Term Periodic Modeling in Hydrology: Role of Sunspot Cycles,"['model', 'algorithm', 'optimization', 'none', 'genetic algorithm', 'mean bias error', 'irradiation', 'data', 'GIS', 'prediction', 'long-term', 'energy']",10.1061/(ASCE)HE.1943-5584.0001910,0,0,0,0,0,0,0
Dong S.,2020,Energy Rep.,Impact of Household Heterogeneity on Community Energy Storage in the UK,"['lithium-ion', 'power', 'optimization', 'genetic algorithm', 'performance', 'battery', 'photovoltaic', 'home', 'simulation', 'lithium-ion battery', 'model', 'energy system simulation', 'lithium', 'algorithm', 'operatation', 'modeling', 'community', 'agent based modeling', 'system', 'community energy storage', 'grid', 'energy']",10.1016/j.egyr.2020.03.005,0,0,0,0,0,0,0
Yu Q.,2020,Energy,Modeling and dynamic simulation of thermal energy storage system for concentrating solar power plant,"['reliability', 'method', 'temperature', 'power', 'discharging', 'control', 'output', 'characteristization', 'ESS', 'experiment', 'csp', 'charging', 'parameter', 'characterization', 'simulation', 'model', 'power plant', 'prediction', 'irradiation', 'dynamic characteristics', 'data', 'step disturbance', 'thermal energy storage', 'thermal', 'system', 'lumped parameter method', 'design', 'energy']",10.1016/j.energy.2020.117183,0,0,0,0,0,0,0
